iter	Passed	Remaining
0	1622	47065
1	3182	44558
2	4466	40198
3	6028	39183
4	7391	36959
5	8701	34804
6	9943	32672
7	11439	31458
8	12690	29610
9	14045	28091
10	15619	26978
11	17051	25576
12	18519	24217
13	19915	22761
14	21256	21256
15	21989	19241
16	23386	17883
17	24868	16579
18	27212	15754
19	29269	14634
20	30545	13091
21	31879	11592
22	33327	10143
23	34764	8691
24	36369	7273
25	37355	5747
26	39049	4338
27	40291	2877
28	41082	1416
29	42353	0
